"name","yearpublished","minplayers","maxplayers","minplaytime","maxplaytime","minage","languagedependence","average","numwanting","numcomments","numplays","numplays_month","news","blogs","podcast","boardgamedesigner_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","desc_word_count","dif_players","main_category","difficulty"
"Ostroleka 26 maja 1831",2015,2,4,180,600,16,5,8.9058,2,30,62,0,0,0,0,1,1,0,759,2,"Wargame","Complex"
"The War of the Worlds  England",2018,1,1,60,60,0,0,7.25283,26,26,78,2,0,0,0,1,1,0,332,0,"Science Fiction","Simple"
"Dig Down Dwarf (Second Edition)",2017,2,6,15,30,10,0,6.8562,6,31,361,2,0,8,0,1,1,0,476,4,"Deduction","Simple"
"Winged Horse  Campaigns in Vietnam",2006,2,2,120,480,0,0,7.2275,16,57,39,0,0,0,0,1,1,3,193,0,"Wargame","Complex"
"Ringmaster  Welcome to the Big Top",2019,2,4,5,15,0,0,6.52418,9,34,593,13,1,2,0,1,1,0,164,2,"Card Game","Simple"
"The Last King of Scotland",2011,1,2,90,90,13,2,6.70724,14,47,108,0,0,0,0,1,2,0,104,1,"Wargame","Simple"
"Hands",2015,3,8,20,20,8,1,6.32928,1,26,358,6,1,0,0,2,4,0,125,5,"Card Game","Simple"
"Rifles in the Ardennes",2017,1,1,60,120,12,0,7.60304,35,38,95,3,0,0,0,1,1,0,201,0,"Wargame","Simple"
"Blue Water Navy",2019,2,2,120,720,0,0,8.47222,32,28,51,8,0,0,0,2,1,0,120,0,"Wargame","Complex"
"Wallamoppi",2005,2,2,15,15,7,1,5.90724,10,109,764,0,0,6,1,2,1,0,70,0,"Action / Dexterity","Simple"
"FuBi 2.0",2001,2,2,20,20,6,1,6.64382,20,34,371,0,0,1,0,1,2,0,94,0,"Action / Dexterity","Simple"
"Flying Carpet",1987,3,6,20,20,12,1,5.83561,17,146,316,0,0,3,0,2,4,1,55,3,"Other","Simple"
"We Were Brothers",2015,1,6,120,300,15,1,7.64062,10,19,49,0,0,1,0,1,1,0,348,5,"Miniatures","Complex"
"Ants!",2009,2,6,60,60,8,3,6.01175,23,88,344,0,0,0,0,1,1,0,126,4,"Animals","Simple"
"Fortune City",2018,2,4,30,45,12,0,6.74342,11,16,140,0,0,3,1,1,1,0,81,2,"Other","Simple"
"The Lonely Mountain",1984,2,5,90,90,13,2,6.52347,42,53,55,0,0,0,2,1,2,1,240,3,"Fantasy","Complex"
"Pocket Pharma",2018,2,5,15,30,8,0,6.47856,5,35,275,3,0,5,2,2,1,0,137,3,"Card Game","Simple"
"Airfix Battles",2016,1,4,30,60,10,0,7.48608,8,42,97,1,1,1,0,3,1,0,93,3,"Miniatures","Complex"
"All Quiet on the Western Front",1997,1,2,360,360,12,0,7.45455,15,33,33,0,0,0,0,1,2,2,231,1,"Wargame","Complex"
"Suez '56  Anglo French Intervention in Egypt",2015,1,1,30,45,12,4,6.99237,11,33,114,0,0,0,0,1,1,0,148,0,"Wargame","Simple"
"Bluff in Zoo",2013,2,6,20,20,8,1,6.32866,5,36,399,0,0,7,2,1,1,0,202,4,"Animals","Simple"
"Legends of Draxia",2015,2,6,30,60,12,2,7.33068,0,30,205,0,0,3,0,0,1,0,133,4,"Card Game","Simple"
"Splut!",2009,2,4,20,20,7,1,6.79156,8,45,362,0,0,7,0,1,2,0,130,2,"Abstract Strategy","Simple"
"Lost Battles   Reconstructing the Great Clashes of the Ancient World",2007,2,2,120,120,0,0,7.80952,4,32,9,0,0,0,1,1,1,0,180,0,"Miniatures","Complex"
"Contrario",2001,2,12,30,30,13,5,6.01135,2,37,533,4,0,0,0,3,6,1,88,10,"Party Game","Simple"
"Battle of the Bands  Encore Edition",2004,2,4,30,60,12,3,6.30882,5,69,254,0,0,0,0,1,1,0,71,2,"Card Game","Simple"
"Red Parachutes  Soviet Airborne Assault Across the Dnepr",1995,2,2,360,360,14,3,6.70608,2,49,25,0,0,0,0,2,1,0,133,0,"Wargame","Complex"
"Pulp Detective",2018,1,2,20,30,14,2,5.8522,16,193,1366,9,2,19,1,1,4,0,649,1,"Card Game","Simple"
"Inchon  MacArthur's Gambit",1991,2,2,120,120,12,0,6.74615,4,53,27,0,0,0,0,1,2,2,54,0,"Wargame","Complex"
"Empires at Sea  Deluxe Edition",2016,2,5,60,130,14,2,6.75636,17,47,127,0,1,2,0,2,1,0,242,3,"Adventure","Complex"
"Los Tesoros del Rey Pirata",2017,2,4,20,45,10,2,7.61867,1,19,61,0,1,1,0,2,1,0,216,2,"Other","Simple"
"The Game of France",1972,2,2,180,180,12,1,5.81572,7,268,325,0,0,0,0,1,2,0,141,0,"Wargame","Complex"
"RoadKill",1993,2,10,90,90,12,3,5.89983,28,119,313,0,0,1,1,2,1,0,344,8,"Card Game","Simple"
"Global Powers",2003,2,5,120,120,12,0,6.6,22,26,59,0,0,0,0,2,1,0,157,3,"Economic","Complex"
"Farben",2018,3,5,45,75,10,2,6.5949,2,24,313,1,2,2,0,1,4,0,319,2,"Card Game","Simple"
"Rukshuk",2006,2,6,20,30,8,2,5.92222,13,137,688,1,0,1,1,1,1,0,146,4,"Action / Dexterity","Simple"
"Pisa",1999,3,5,45,45,12,1,6.28274,4,41,80,0,0,1,0,1,1,0,319,2,"Card Game","Simple"
"SPY",2017,2,4,10,10,10,1,5.9052,5,91,659,8,0,3,2,1,2,0,67,2,"Card Game","Simple"
"Connection Games",2005,2,4,30,45,0,1,8.58065,13,25,9,0,0,3,0,1,1,0,66,2,"Abstract Strategy","Complex"
"The Army of the Heartland  The Army of Tennessee's Campaigns",1996,2,2,30,45,12,1,7.14435,11,42,14,0,0,0,0,1,1,1,204,0,"Wargame","Complex"
"Borodino  Napoleon in Russia 1812",2012,2,2,210,210,0,1,7.10606,20,35,56,0,0,2,0,2,1,0,217,0,"Wargame","Simple"
"White Bear & Red Moon",1975,1,3,90,90,0,0,7.38333,29,37,35,0,0,2,1,1,1,1,132,2,"Fantasy","Complex"
"4 Seasons",2010,2,2,15,15,10,1,6.26164,6,31,398,2,2,2,0,1,4,0,169,0,"Bluffing","Simple"
"Wreck and Ruin",2019,2,4,60,90,14,4,8.22386,3,29,46,0,0,13,4,1,2,0,195,2,"Dice","Complex"
"Kendo",1976,2,4,30,30,10,1,6.03494,7,59,212,0,0,0,0,1,2,0,285,2,"Abstract Strategy","Simple"
"Legends",2016,2,4,40,60,9,1,6.43033,6,34,221,0,1,9,0,2,1,0,306,2,"Other","Simple"
"Dawn  Rise of the Occulites",2014,2,4,60,60,10,4,7.38519,12,39,61,0,2,6,1,1,2,0,285,2,"Dice","Complex"
"The Last Crusade",1995,2,2,120,120,10,0,6.57576,9,49,21,0,0,0,0,1,1,0,164,0,"Card Game","Complex"
"Cartoon Network Crossover Crisis  Animation Annihilation Deck-Building Game",2017,2,4,30,45,12,0,7.56333,6,15,88,1,0,1,0,2,1,0,66,2,"Card Game","Simple"
"Speedy Words",2014,1,10,10,15,6,1,6.18934,0,27,386,7,0,0,0,1,7,0,90,9,"Card Game","Simple"
"Mix It",2015,2,6,5,15,5,1,6.11209,1,35,718,12,0,0,1,1,2,0,110,4,"Card Game","Simple"
"Title Bout 2",2017,1,2,45,45,10,0,8.7575,8,21,294,0,0,0,0,1,1,0,260,1,"Other","Complex"
"Overlords of Infamy",2017,1,5,60,90,13,0,7.3808,9,73,149,1,2,6,3,2,1,0,157,4,"Fantasy","Simple"
"Unfinished Case of Holmes",2017,2,12,90,120,12,0,6.78378,14,16,92,2,0,0,1,1,2,0,274,10,"Adventure","Simple"
"Unlock! Epic Adventures",2019,1,6,60,90,10,0,8.47814,28,7,182,46,0,0,0,4,1,0,104,5,"Card Game","Simple"
"San Guo Sha  Kingdom Wars",2012,2,12,30,30,8,4,7.22951,0,9,173,0,0,0,0,1,1,0,92,10,"Card Game","Simple"
"Titans of Industry",2013,3,6,60,150,13,0,6.56685,3,48,122,0,2,5,2,2,1,0,268,3,"Other","Complex"
"A Blood-Red Banner  The Alamo",2011,1,2,15,15,10,4,6.70549,25,45,371,0,0,5,1,1,1,0,166,1,"Wargame","Simple"
"Kahmat\u00e9",2008,2,2,30,30,10,1,6.38068,9,46,288,0,0,1,0,1,1,1,52,0,"Other","Simple"
"The War Game  World War II",2005,2,6,240,240,12,3,6.93256,26,52,71,0,0,0,0,1,1,0,79,4,"Wargame","Complex"
"Days of Decision II",1994,2,7,300,300,14,4,6.35403,7,48,34,0,0,0,0,1,1,0,172,5,"Wargame","Complex"
"Envyra",2018,2,4,15,25,8,1,7.36379,5,25,190,5,0,4,0,1,1,0,198,2,"Abstract Strategy","Simple"
"Australian Railways",2004,3,5,120,120,12,0,7.00714,35,34,60,0,0,1,0,1,1,0,143,2,"Other","Complex"
"Dunkirk  France 1940",2018,2,6,120,180,12,0,7.7425,16,23,35,1,0,0,0,1,1,0,189,4,"Wargame","Simple"
"Outer Earth",2013,2,4,60,60,13,1,6.68139,8,29,174,2,0,7,1,1,2,0,133,2,"Card Game","Simple"
"Smoothies",2019,1,4,30,30,10,0,6.6285,12,24,380,38,1,5,0,2,1,0,337,3,"Dice","Simple"
"Provincia Romana",2014,2,6,90,90,13,1,6.20396,7,63,170,0,0,2,0,1,5,0,129,4,"Card Game","Complex"
"Mini FITS",2010,1,4,15,15,8,1,5.86285,8,92,820,1,0,3,0,1,2,0,181,3,"Abstract Strategy","Simple"
"The Great Redoubt",1979,2,2,240,600,12,0,6.87763,5,39,24,0,0,0,0,1,1,0,105,0,"Wargame","Complex"
"Jacob Marley",2004,3,6,90,90,10,0,6.2775,4,51,109,0,0,2,0,1,1,0,261,3,"Economic","Simple"
"String Savanna",2013,3,5,30,30,10,1,6.12372,9,65,291,3,2,9,1,1,5,0,143,2,"Animals","Simple"
"Bloody Monday",2017,2,2,60,120,10,1,7.97381,22,23,37,0,1,3,0,1,1,0,210,0,"Wargame","Complex"
"Sonhando com Alice",2016,2,5,45,90,10,0,7.45212,1,4,217,2,0,0,0,1,1,0,74,3,"Fantasy","Simple"
"Traveller Customizable Card Game  Two Player Starter Set",2017,1,4,30,60,12,0,7.46154,22,35,208,1,0,5,0,2,1,0,127,3,"Card Game","Complex"
"Play American Mah Jongg!",1937,2,5,45,45,12,0,7.58537,2,15,248,12,0,1,0,0,3,0,256,3,"Abstract Strategy","Simple"
"Tony & Tino",2002,2,2,30,30,10,3,5.87668,3,96,318,0,0,1,0,1,2,1,84,0,"Other","Simple"
"BarBEARian Battlegrounds",2018,2,4,20,30,8,0,6.37708,5,29,241,6,1,4,1,2,1,0,113,2,"Animals","Simple"
"Papayoo",2010,3,8,30,30,7,1,6.30748,0,30,879,6,0,3,1,1,1,0,114,5,"Card Game","Simple"
"Sagunto  The Battle for Valencia",1993,2,2,240,240,12,0,7.34314,6,25,2,0,0,0,0,1,1,0,89,0,"Wargame","Complex"
"KIPP X",2012,2,4,15,15,5,1,6.77101,9,18,273,0,0,1,0,1,2,1,134,2,"Action / Dexterity","Simple"
"The Mysteries of Peking",1987,2,6,30,30,8,4,5.70476,7,242,1251,6,0,1,0,1,14,0,204,4,"Deduction","Simple"
"Hand and Foot",1982,2,6,120,120,12,1,5.92033,0,113,2289,25,0,0,0,1,3,0,177,4,"Card Game","Simple"
"Rogues to Riches",2012,3,5,60,120,12,4,8.32394,4,34,65,1,0,5,0,1,2,0,191,2,"Card Game","Simple"
"Ocean Limbo",2011,2,5,20,20,5,1,6.20079,6,47,425,0,0,2,0,1,2,1,224,3,"Action / Dexterity","Simple"
"Sunshine Rescue",2004,2,5,30,30,5,1,6.20556,8,80,597,0,0,3,0,1,5,6,113,3,"Childrens Game","Simple"
"Fanhunter  Urban Warfare",2017,2,2,45,45,14,3,7.35044,1,13,54,0,1,2,1,1,3,0,188,0,"Miniatures","Simple"
"The Deception of Antiques  12 Chinese Zodiac Bronze Heads",2017,6,8,30,60,8,2,7.72826,2,8,311,0,0,0,0,2,1,0,220,2,"Bluffing","Complex"
"Solar City",2019,1,4,30,45,10,0,6.95756,21,60,81,0,1,7,3,2,1,0,404,3,"Economic","Complex"
"Battleground Fantasy Warfare  Elves of Ravenwood",2006,2,2,60,60,12,0,7.10545,8,27,21,0,0,0,0,2,1,0,68,0,"Card Game","Complex"
"oddball Aeronauts 2  Double the Trouble",2015,2,4,20,20,9,2,6.67402,12,34,44,0,0,5,0,1,1,0,140,2,"Card Game","Simple"
"Remember the Maine!  The Spanish-American War",1986,2,2,240,240,12,0,6.71565,9,62,25,0,0,1,0,1,1,0,89,0,"Wargame","Complex"
"Smokejumpers",1996,1,1,90,90,12,2,6.58274,32,74,344,0,0,3,1,1,2,0,86,0,"Other","Simple"
"Zura",2018,2,4,20,30,8,1,6.96349,2,22,201,2,0,1,0,1,4,0,231,2,"Card Game","Simple"
"Splatter SHOOT",2016,2,4,15,60,12,2,7.37961,13,26,77,4,1,2,2,1,1,0,118,2,"Action / Dexterity","Simple"
"Trudvang Legends",2020,1,4,60,60,14,0,7.69278,39,127,12,0,1,7,2,5,1,0,194,3,"Fantasy","Simple"
"La Loire",2012,1,4,90,120,10,3,6.23648,16,50,175,0,4,7,0,1,2,0,161,3,"Economic","Complex"
"Tour Operator",2018,2,4,45,90,8,1,6.72649,7,41,130,2,3,7,0,1,1,0,165,2,"Other","Simple"
"The Ninth World  A Skillbuilding Game for Numenera",2018,1,5,30,60,13,4,6.4202,18,46,217,0,3,9,2,3,2,0,354,4,"Science Fiction","Complex"
"Traboulet",1997,2,2,20,20,8,1,6.19136,10,67,310,1,0,0,0,1,2,0,98,0,"Abstract Strategy","Simple"
"Stworze",2017,1,5,90,180,12,3,6.22046,12,56,171,1,0,1,0,1,1,0,278,4,"Adventure","Complex"
"The Maiden in the Forest",2015,1,1,10,10,10,2,6.54042,7,66,389,0,1,2,0,1,3,0,421,0,"Abstract Strategy","Simple"
"Dr\u00f4les de Z\u00e8bres",2004,2,2,23,23,9,1,6.40539,19,35,229,0,2,0,0,1,1,0,128,0,"Abstract Strategy","Simple"
"Make 'n' Break Extreme",2007,2,4,30,30,8,1,5.8941,3,112,513,0,0,0,0,2,2,1,88,2,"Action / Dexterity","Simple"
"HysteriCoach",2006,4,15,30,30,8,1,5.86703,8,97,377,1,0,1,0,1,4,2,373,11,"Action / Dexterity","Simple"
"Ursa Miner",2017,2,4,30,40,8,2,7.62353,5,35,130,1,0,3,0,2,1,0,275,2,"Animals","Simple"
"Knights Club  The Bands of Bravery",2016,1,1,30,45,6,5,6.64419,8,17,172,1,1,1,0,1,7,0,258,0,"Other","Simple"
"Namibia",2010,3,4,120,120,12,1,6.24615,32,55,146,0,0,1,0,1,1,0,304,1,"Economic","Complex"
"Biergarten",2016,2,5,15,20,12,0,6.18271,5,65,402,0,2,12,0,1,1,0,157,3,"Card Game","Simple"
"They Shall Not Pass  The Battle of Verdun 1916",2007,2,2,90,90,12,4,6.60165,9,70,64,0,0,0,0,3,1,0,80,0,"Wargame","Simple"
"Inception",2011,4,8,30,30,15,3,6.70619,0,17,254,0,0,0,0,0,1,0,97,4,"Movies / TV / Radio theme","Simple"
"Guns of August",2011,1,2,180,180,12,0,6.67014,17,43,96,0,0,0,1,2,1,0,215,1,"Wargame","Simple"
"6 Castles",2019,1,4,30,60,8,1,7.96791,15,16,107,5,0,4,0,2,1,0,184,3,"Medieval","Complex"
"The Normandy Campaign",1983,2,2,240,240,12,3,6.52294,7,59,30,0,0,0,0,2,1,0,188,0,"Wargame","Complex"
"Forbidden City",2018,2,4,30,30,8,1,6.26905,18,50,447,4,3,20,2,1,1,0,297,2,"Other","Simple"
"The Conquerors  Alexander the Great",2006,1,2,240,240,12,3,6.11304,9,115,156,0,0,1,0,1,1,0,489,1,"Wargame","Complex"
"Dungeons & Dragons Computer Labyrinth Game",1980,1,2,20,20,8,2,5.95,27,153,652,1,0,0,0,1,1,0,82,1,"Adventure","Simple"
"Insecta Mutant Kit",1995,1,7,90,300,12,0,6.2282,47,87,68,0,0,0,1,2,2,0,108,6,"Animals","Complex"
"18Africa",2014,2,7,240,240,12,2,7.11979,27,28,148,1,0,1,0,1,1,0,107,5,"Economic","Complex"
"Havok & Hijinks",2014,2,4,15,15,13,4,6.80033,3,49,279,0,0,4,1,1,1,0,241,2,"Card Game","Simple"
"Warlord",2004,2,8,90,90,12,3,7.08077,5,31,94,0,0,3,1,1,1,0,349,6,"Fantasy","Complex"
"Family Fluxx",2005,2,6,2,30,6,3,5.71681,18,203,2741,1,0,1,0,1,1,0,152,4,"Card Game","Simple"
"Rise!",2012,2,2,20,20,8,1,6.14586,10,87,385,1,2,6,3,1,1,1,277,0,"Abstract Strategy","Simple"
"Dominations  Road to Civilization",2019,2,4,60,120,13,0,7.41887,29,55,96,38,0,8,0,2,1,0,132,2,"Other","Complex"
"D\u00f4jima",2018,2,6,30,60,12,1,7.31709,3,12,82,2,0,1,0,2,1,0,119,4,"Deduction","Simple"
"Fluff",2018,2,4,20,30,8,0,6.89897,1,29,274,4,0,3,0,1,1,0,329,2,"Bluffing","Simple"
"MOD X",2012,2,4,25,25,15,1,7.13147,3,40,182,0,0,2,0,2,1,0,146,2,"Abstract Strategy","Simple"
"The Great War in the Near East",1996,2,2,360,360,12,2,6.76727,5,53,20,0,0,0,0,1,1,1,103,0,"Wargame","Complex"
"Lumis  Der Pfad des Feuers",2015,2,4,30,30,10,1,6.33458,16,27,202,2,2,5,0,1,1,0,147,2,"Abstract Strategy","Simple"
"Infection Express",2009,1,2,20,20,8,1,6.20286,20,109,359,0,0,4,1,1,1,1,89,1,"Dice","Simple"
"Stinky Business",2015,2,5,60,90,10,1,6.30665,5,21,169,1,0,2,2,1,1,0,235,3,"Economic","Simple"
"Ubongo Junior",2012,2,4,20,20,5,0,6.59764,8,25,352,6,1,0,0,1,2,1,160,2,"Other","Simple"
"Quissama",2015,2,5,15,45,10,2,7.18678,0,9,149,1,0,0,0,1,1,0,212,3,"Card Game","Complex"
"TaskForce",1981,2,2,360,360,14,0,6.6,7,48,54,0,0,0,0,1,1,1,16,0,"Wargame","Complex"
"Objective Moscow  The Death of Soviet Communism",1978,1,3,360,360,12,0,6.51882,35,58,45,0,0,0,0,2,1,1,178,2,"Fighting","Complex"
"Corruption",2000,3,7,45,45,10,1,5.82458,7,128,292,0,0,0,0,1,2,0,104,4,"Bluffing","Simple"
"The King Commands",2010,2,6,30,30,10,1,5.93167,9,78,669,0,0,0,0,1,2,0,136,4,"Card Game","Simple"
"The Mediterranean  Desert War 1940-1945",2005,2,4,480,480,12,3,6.99138,10,33,10,0,0,1,0,1,1,0,186,2,"Wargame","Complex"
"Battleground Fantasy Warfare  Orc Army",2005,2,2,60,60,12,4,7.11053,9,22,31,0,0,0,0,3,1,0,54,0,"Card Game","Complex"
"Nika",2014,2,4,30,30,8,1,6.56616,8,56,118,0,1,6,0,1,1,2,319,2,"Abstract Strategy","Simple"
"Victory in Vietnam II",1999,2,2,180,180,12,0,7.6,24,43,34,0,0,0,0,1,2,2,339,0,"Wargame","Complex"
"Bosworth",1998,2,4,60,60,8,1,5.83708,5,182,494,2,0,0,0,1,3,0,157,2,"Abstract Strategy","Simple"
"Ortus",2013,2,2,30,30,12,1,6.53483,3,29,196,0,2,7,4,1,3,0,386,0,"Abstract Strategy","Complex"
"Trial of the Temples",2019,2,4,30,60,14,0,6.77083,24,26,129,5,0,6,0,2,3,0,116,2,"Fantasy","Complex"
"Port Royal",2000,3,4,60,60,10,1,6.19476,11,34,143,0,0,1,0,1,1,2,155,1,"Card Game","Simple"
"Yomi Starter Set  Grave versus Jaina",2016,2,2,15,30,8,0,6.62786,1,24,246,0,0,0,0,1,1,0,469,0,"Card Game","Simple"
"Sumo!",2000,2,2,20,20,12,1,5.8076,51,167,1015,0,0,0,0,1,2,0,129,0,"Other","Simple"
"Waldmeister",1994,2,4,90,90,12,3,6.2584,21,42,81,0,0,0,0,1,1,0,45,2,"Other","Simple"
"Nations at War  Desert Heat",2013,2,2,45,45,14,2,7.30161,9,32,45,0,0,0,0,2,1,0,285,0,"Wargame","Simple"
"Nuevo Mundo",2014,2,5,90,90,12,1,7.41071,0,10,25,0,0,0,1,1,1,1,246,3,"Other","Simple"
"Flick Wars",2019,1,6,30,60,12,2,6.90431,6,26,329,2,1,6,0,2,2,0,109,5,"Action / Dexterity","Simple"
"Power  the Game",1981,2,4,30,30,10,0,6.05085,12,99,216,0,0,2,0,1,2,0,173,2,"Abstract Strategy","Complex"
"Expedition Altiplano",2006,2,2,30,30,10,3,6.10742,10,63,291,0,0,1,0,1,2,0,83,0,"Adventure","Simple"
"The Refuge  A Race for Survival",2016,2,6,5,60,13,2,6.44431,6,68,373,10,0,5,3,1,1,0,104,4,"Other","Simple"
"Pressure Cooker",2014,2,4,45,45,8,1,6.22235,5,49,248,0,2,7,1,1,1,0,125,2,"Other","Simple"
"Pacific Tide  The United States Versus Japan",2019,1,2,120,480,16,0,7.29825,31,33,108,1,0,0,0,1,1,0,643,1,"Wargame","Complex"
"Dune Express",2009,2,5,15,15,7,2,5.98286,32,165,495,0,0,11,1,1,2,2,71,3,"Dice","Simple"
"Breaking the Chains  War in the South China Sea",2014,2,2,120,1200,0,0,6.97603,20,49,50,0,0,3,4,1,1,0,358,0,"Wargame","Complex"
"Perplexus Twist",2013,1,1,30,45,8,0,6.95,6,12,73,0,0,0,0,1,3,0,57,0,"Action / Dexterity","Simple"
"Dragon Face",2011,2,2,20,20,8,1,6.82778,3,35,223,0,0,0,0,1,1,0,165,0,"Abstract Strategy","Complex"
"Conflict of Alliances  Warring States",2011,2,2,40,60,10,3,7.82712,5,14,102,0,0,0,0,1,2,0,172,0,"Wargame","Simple"
"Marvel Fluxx",2019,2,6,5,30,8,0,6.76408,12,16,705,60,1,1,0,1,2,0,167,4,"Card Game","Simple"
"The Chaco War",1991,2,2,90,90,12,4,6.53441,5,72,34,0,0,0,0,1,1,0,49,0,"Wargame","Complex"
"Symphony",2018,2,6,30,45,12,1,7.02206,9,22,92,0,0,0,0,1,1,0,919,4,"Abstract Strategy","Complex"
"Frischfleisch",1999,2,6,120,120,18,0,6.11552,57,59,109,0,0,2,0,1,1,0,94,4,"Other","Complex"
"Saga  The Crescent and the Cross",2014,2,4,90,90,0,2,8.31,2,10,68,0,0,0,0,1,1,1,60,2,"Medieval","Simple"
"Marrakesh",1978,2,2,45,45,0,1,6.96724,33,44,100,0,0,20,0,1,2,0,150,0,"Abstract Strategy","Simple"
"Patton in Flames",2000,2,3,120,120,12,0,7.01833,14,36,6,0,0,0,0,1,1,0,242,1,"Wargame","Complex"
"Bell-Bottomed Badassses on the Mean Streets of Funk",2004,2,6,20,40,13,4,5.92734,8,104,262,0,0,0,0,1,1,0,92,4,"Card Game","Simple"
"Atak Zombie",2014,2,4,60,60,12,3,6.14635,1,28,199,1,0,1,0,1,1,0,93,2,"Fighting","Complex"
"Close Assault",1983,2,2,90,90,12,0,7.23519,15,42,12,0,0,1,0,1,1,0,18,0,"Wargame","Complex"
"A las Barricadas!",2006,2,2,120,120,12,5,7.15896,7,40,101,0,0,0,0,2,1,0,340,0,"Wargame","Complex"
"Guardians of Xobos",2018,2,4,60,90,12,0,7.89,5,16,76,0,0,4,0,1,1,0,402,2,"Science Fiction","Complex"
"MechWar '77",1975,2,2,270,270,12,3,6.25408,6,76,51,0,0,0,0,1,1,0,86,0,"Wargame","Complex"
"Drive on Moscow",2007,2,2,240,240,12,0,6.92361,9,66,36,0,0,0,0,2,1,0,278,0,"Wargame","Simple"
"Eleminis",2010,2,8,15,15,7,1,6.00813,5,82,1609,1,0,8,1,3,3,0,182,6,"Card Game","Simple"
"Noises at Night",2018,2,4,10,20,8,0,6.63495,9,39,196,0,0,1,0,1,3,0,109,2,"Bluffing","Simple"
"Picassimo",2016,3,6,30,30,8,4,6.32496,7,28,261,1,1,9,2,1,1,0,289,3,"Deduction","Simple"
"War Stories  Liberty Road",2014,1,2,30,30,8,0,7.115,39,41,125,2,1,24,0,2,1,0,316,1,"Miniatures","Complex"
"Pitch'n Dunk",2011,2,2,20,20,8,1,7.54487,9,8,56,0,1,0,0,2,2,0,211,0,"Action / Dexterity","Simple"
"Stalingrad  Verdun on the Volga",2017,2,2,180,180,12,0,7.92368,35,32,69,0,0,1,0,1,2,0,144,0,"Wargame","Complex"
"Tori",2010,2,4,60,60,10,1,6.35783,6,30,142,0,0,4,0,1,1,1,189,2,"Other","Complex"
"\u05e6\u05d5\u05e4\u05df \u05d4\u05e4\u05d9\u05e8\u05de\u05d9\u05d3\u05d4",2011,2,5,20,20,10,1,5.98912,4,41,439,0,2,2,0,1,9,0,260,3,"Dice","Simple"
"Lose Your Shirt",1976,3,6,90,90,9,0,6.61358,3,30,82,0,0,1,0,1,2,0,404,3,"Bluffing","Simple"
"111  Alarm dla Warszawy",2013,2,2,15,15,10,1,6.38,6,30,185,0,0,1,0,2,1,0,183,0,"Wargame","Simple"
"Spearhead",1995,2,6,120,120,12,0,6.72162,2,27,37,0,0,0,0,1,1,0,153,4,"Miniatures","Complex"
"Junkyard Races",2003,2,8,120,120,10,0,6.15107,23,70,218,0,0,2,0,1,3,0,118,6,"Other","Simple"
"Strike A Pose",2014,3,14,50,50,10,0,6.46854,1,26,221,0,1,1,0,1,4,0,148,11,"Action / Dexterity","Simple"
"Greentown",2006,2,4,60,60,10,2,6.22542,39,67,185,0,0,1,0,2,1,0,81,2,"Other","Complex"
"Magic  The Gathering \u2013 Archenemy  Nicol Bolas",2017,2,4,30,30,13,0,6.9493,6,12,78,5,0,0,0,1,1,0,95,2,"Fantasy","Complex"
"America in Flames",1998,2,6,360,360,12,1,6.53798,14,47,8,0,0,0,0,1,1,0,320,4,"Wargame","Complex"
"Bridgetown Races",2010,2,4,45,60,13,1,6.23298,5,51,193,0,0,4,0,1,1,0,143,2,"Other","Simple"
"Palacio de Viana",2010,2,5,75,75,10,1,6.97719,5,13,77,0,0,0,1,1,1,0,318,3,"Other","Simple"
"Shadows Upon Lassadar",2011,1,1,30,30,10,0,6.655,5,78,141,0,0,3,1,1,2,1,832,0,"Card Game","Simple"
"Kingpin",2009,2,2,30,30,15,1,6.18529,8,50,373,0,1,5,0,3,1,0,218,0,"Abstract Strategy","Simple"
"The Sword and the Stars",1981,1,5,240,240,12,2,6.24206,47,80,46,0,0,0,0,1,1,0,353,4,"Economic","Complex"
"Pack It",2011,2,5,20,30,5,1,5.93305,20,69,457,0,2,7,3,1,2,0,155,3,"Card Game","Simple"
"Ikonikus",2013,2,8,15,15,7,1,5.99101,0,45,549,4,0,2,3,1,5,0,112,6,"Card Game","Simple"
"Battleground Fantasy Warfare  Lizardmen",2007,2,2,60,60,12,2,7.35957,10,16,26,0,0,0,0,2,1,0,55,0,"Card Game","Complex"
"Knot Dice",2016,1,4,10,20,5,1,6.74935,19,44,617,4,1,15,3,1,1,0,195,3,"Abstract Strategy","Simple"
"Spanish Main",1984,1,6,90,90,10,0,6.50158,36,53,47,0,0,1,0,1,1,0,208,5,"Adventure","Complex"
"Trick or Treat",2011,2,6,45,45,13,2,6.96269,6,34,144,0,1,1,0,1,2,0,125,4,"Card Game","Simple"
"Quackshot",1995,2,4,10,10,6,1,6.59753,22,40,294,0,0,3,0,1,5,0,77,2,"Action / Dexterity","Simple"
"Operation Olympic",1974,1,2,120,120,12,0,6.35578,17,84,46,0,0,0,0,1,2,0,89,1,"Wargame","Complex"
"Wadi",2007,2,4,30,30,10,1,6.16026,7,59,333,0,0,2,0,1,2,0,432,2,"Abstract Strategy","Simple"
"Cargolino Valentino",2015,2,6,20,30,5,0,6.4478,10,18,329,9,0,0,0,1,2,0,82,4,"Animals","Simple"
"Verflucht!",2018,1,5,15,15,10,1,5.98529,6,32,1256,19,1,2,0,1,2,0,356,4,"Card Game","Simple"
